platform,product_id,product_name,category,price,discount,sales_volume,ratings,reviews,seller_name,trend_score,search_rank,click_through_rate,assured_tag,exchange_offered,amazon_choice_badge,fulfillment_type,fashion_size,outfit_recommendations
Amazon,AMA_420105,Open-source systemic orchestration,Home,106.1,35%,5207,3.4,1006,Mendoza-Smith,30,#37,1.6%,,,False,FBA,,
Flipkart,FLI_459224,Multi-channeled holistic initiative,Fitness,150.43,35%,8697,3.8,301,Finley-Dean,66,#38,1.37%,False,True,,,,
Myntra,MYN_234222,Intuitive 3rdgeneration core,Beauty,475.32,25%,8095,4.8,114,"Evans, Garcia and Anderson",69,#55,0.22%,,,,,M,False
Flipkart,FLI_665655,Upgradable system-worthy extranet,Electronics,55.03,45%,1009,1.4,1221,Ramirez Group,20,#24,3.77%,True,True,,,,
Meesho,MEE_636578,Devolved 6thgeneration access,Beauty,488.53,20%,3878,1.8,1764,Smith LLC,15,#8,1.25%,,,,,,
Myntra,MYN_949928,Proactive radical Local Area Network,Home,499.3,50%,3589,1.2,298,"Wilson, Perez and Freeman",81,#95,5.49%,,,,,M,False
Amazon,AMA_890964,Innovative bifurcated system engine,Fashion,59.84,49%,2815,2.4,478,"Johnson, Francis and Hamilton",0,#35,2.23%,,,True,FBA,,
Amazon,AMA_710728,Secured client-server emulation,Electronics,416.84,18%,7444,3.1,761,"Burton, Peterson and Cortez",74,#77,5.95%,,,False,FBM,,
Amazon,AMA_560213,Proactive attitude-oriented archive,Fashion,63.67,3%,96,1.1,1327,Young-Gregory,8,#93,9.88%,,,True,FBA,,
Amazon,AMA_611372,Seamless secondary knowledge user,Fitness,351.92,18%,6465,3.0,214,Taylor LLC,62,#12,7.93%,,,True,FBM,,
Meesho,MEE_562034,Digitized value-added function,Fashion,295.01,22%,1776,4.8,1817,"Nolan, Johnson and Young",80,#55,4.79%,,,,,,
Myntra,MYN_310273,User-centric global database,Electronics,130.61,28%,3404,2.0,389,"Nelson, Peterson and Cox",78,#100,1.03%,,,,,S,True
Myntra,MYN_747450,Re-engineered needs-based project,Home,42.61,1%,960,1.6,1299,"Dodson, Jackson and Carroll",67,#30,8.53%,,,,,L,True
Meesho,MEE_479008,Reverse-engineered upward-trending system engine,Home,258.52,23%,7783,3.1,991,"Clarke, Stone and Garrett",59,#60,5.95%,,,,,,
Myntra,MYN_768251,Seamless bottom-line definition,Electronics,99.3,9%,470,4.4,1256,"Norman, Reed and Ramirez",44,#72,9.05%,,,,,L,False
Amazon,AMA_795644,Digitized optimal frame,Fashion,16.04,16%,5956,2.0,922,Wilson Inc,28,#32,8.06%,,,True,FBA,,
Amazon,AMA_267964,Configurable global challenge,Fashion,164.99,20%,9456,2.7,161,Benson-Johnson,3,#54,0.82%,,,False,FBM,,
Amazon,AMA_374376,Streamlined uniform encryption,Fitness,307.34,29%,5319,2.6,564,Henderson LLC,4,#16,9.78%,,,True,FBA,,
Myntra,MYN_828982,Ergonomic dedicated task-force,Electronics,237.47,32%,2421,2.3,954,"Chavez, Steele and Fisher",6,#8,7.82%,,,,,XL,False
Meesho,MEE_618060,Up-sized 24/7 projection,Fitness,207.37,40%,8217,2.1,65,Mendez-Gutierrez,97,#68,1.61%,,,,,,
Flipkart,FLI_880913,Customizable context-sensitive success,Fashion,499.55,15%,3412,3.4,293,Jones Inc,64,#74,1.97%,False,False,,,,
Myntra,MYN_406960,Vision-oriented non-volatile artificial intelligence,Fitness,459.0,32%,5509,1.8,513,"Brown, Crawford and Rocha",35,#90,4.93%,,,,,L,True
Myntra,MYN_118387,Automated neutral intranet,Fashion,320.18,33%,6713,3.7,1873,"Zamora, Diaz and Cox",1,#68,1.72%,,,,,S,False
Flipkart,FLI_558726,Phased logistical forecast,Electronics,184.9,11%,3196,1.3,1256,Bell and Sons,40,#81,2.86%,False,False,,,,
Myntra,MYN_416283,Ameliorated transitional utilization,Fitness,127.6,4%,3773,3.2,93,Wolf-Rodriguez,83,#99,3.41%,,,,,XL,True
Flipkart,FLI_923666,Organized empowering array,Fashion,454.79,10%,8043,4.6,1508,Thornton-Arnold,89,#7,9.51%,False,True,,,,
Flipkart,FLI_752438,Grass-roots national product,Fitness,311.63,26%,4375,2.9,587,Boyer-Hernandez,73,#38,4.12%,False,False,,,,
Meesho,MEE_247671,Configurable empowering frame,Fashion,190.9,0%,7545,3.3,1538,Ramos-Brown,71,#88,7.94%,,,,,,
Flipkart,FLI_918469,Face-to-face bi-directional groupware,Fitness,254.79,47%,8567,3.9,461,"Santiago, Long and Sutton",11,#27,5.29%,False,False,,,,
Flipkart,FLI_825304,Future-proofed incremental strategy,Fitness,458.36,28%,7173,3.3,1802,"Callahan, Thomas and Oneal",84,#79,6.3%,True,True,,,,
Meesho,MEE_565950,Customizable high-level open system,Beauty,194.32,48%,8994,1.6,1130,Lee-Welch,47,#18,1.65%,,,,,,
Meesho,MEE_664436,Customizable executive Local Area Network,Electronics,428.04,20%,4425,3.1,1810,Jones-Hughes,45,#84,6.18%,,,,,,
Flipkart,FLI_719273,Right-sized global paradigm,Fitness,329.76,28%,3103,2.4,1311,Mitchell-Collins,5,#49,4.71%,False,True,,,,
Myntra,MYN_777442,Integrated 5thgeneration implementation,Fashion,213.45,22%,269,2.0,850,Harris PLC,55,#83,5.02%,,,,,S,True
Amazon,AMA_111096,Proactive bottom-line intranet,Beauty,246.38,20%,9821,2.3,1678,"Brooks, Washington and Johnson",95,#71,7.42%,,,True,FBM,,
Meesho,MEE_983353,Integrated interactive website,Fashion,59.7,5%,1475,3.7,1674,"Kim, Patel and Ramirez",77,#23,6.21%,,,,,,
Myntra,MYN_710901,Re-engineered client-server emulation,Beauty,181.42,7%,5186,1.3,1332,Vaughn Group,86,#35,3.09%,,,,,XL,False
Myntra,MYN_734906,Multi-tiered reciprocal protocol,Fashion,424.47,28%,9659,1.1,1132,Dodson Inc,95,#85,7.26%,,,,,S,False
Myntra,MYN_487000,Diverse client-server orchestration,Electronics,182.1,8%,2270,3.5,1706,Klein-Love,65,#42,8.9%,,,,,S,True
Flipkart,FLI_690973,Progressive well-modulated definition,Beauty,377.09,6%,2017,1.3,163,Wright-Watson,2,#91,7.24%,True,True,,,,
Flipkart,FLI_668489,Distributed incremental success,Beauty,265.05,29%,4729,2.2,13,Hoover Inc,0,#10,7.75%,True,True,,,,
Meesho,MEE_607393,Persistent bi-directional throughput,Electronics,64.48,28%,4916,2.6,795,Bradshaw Ltd,98,#88,8.31%,,,,,,
Myntra,MYN_226223,Configurable hybrid policy,Electronics,133.86,23%,9888,2.6,347,Stout-Reyes,44,#38,6.71%,,,,,S,True
Myntra,MYN_549412,Customizable context-sensitive Internet solution,Fashion,407.57,47%,6487,2.2,1252,Brown-Williams,2,#53,7.21%,,,,,S,False
Meesho,MEE_652156,Organic stable secured line,Fitness,320.91,40%,8884,2.2,1837,Taylor PLC,4,#45,3.91%,,,,,,
Amazon,AMA_745587,Proactive needs-based open system,Home,51.96,15%,2776,4.2,1386,Bowman-Perkins,49,#55,3.09%,,,True,FBM,,
Flipkart,FLI_399290,Devolved well-modulated data-warehouse,Electronics,207.04,44%,8916,4.8,1098,Torres LLC,31,#67,9.69%,True,False,,,,
Flipkart,FLI_526713,Upgradable stable methodology,Electronics,20.62,45%,9641,1.2,1187,Norris-Simmons,28,#68,0.7%,True,False,,,,
Amazon,AMA_781656,Object-based logistical policy,Fitness,208.42,1%,2586,4.8,1036,White Group,43,#57,4.85%,,,False,FBA,,
Meesho,MEE_287119,Cross-group real-time functionalities,Beauty,418.86,16%,4706,4.9,631,Santana Inc,60,#40,6.92%,,,,,,
Myntra,MYN_896334,Devolved client-driven core,Beauty,295.46,48%,2594,4.7,1018,Smith Inc,39,#83,0.59%,,,,,XL,True
Flipkart,FLI_337913,Reactive disintermediate secured line,Fashion,119.71,43%,5882,2.0,1637,Davis-Berry,80,#3,4.38%,True,True,,,,
Myntra,MYN_910155,Synchronized national success,Electronics,494.1,15%,7028,2.4,139,Mitchell-Young,64,#46,8.67%,,,,,S,True
Meesho,MEE_894455,Visionary tertiary contingency,Fitness,70.4,2%,3532,1.3,609,Castro LLC,36,#69,0.43%,,,,,,
Myntra,MYN_263261,Versatile local Internet solution,Home,87.65,21%,6845,3.6,1971,Smith PLC,92,#16,9.31%,,,,,XL,False
Meesho,MEE_974367,Organic national functionalities,Fashion,391.22,31%,4742,1.1,986,"Padilla, Roach and Flores",98,#44,1.02%,,,,,,
Amazon,AMA_923557,Reduced bandwidth-monitored software,Fashion,499.16,9%,3644,4.8,369,Campbell-Mcintosh,28,#82,8.4%,,,True,FBA,,
Myntra,MYN_522386,Sharable zero tolerance contingency,Beauty,182.75,38%,4566,3.2,281,Baker and Sons,23,#63,7.77%,,,,,S,True
Amazon,AMA_688394,Progressive radical approach,Fitness,372.36,49%,4296,2.4,257,Lozano PLC,97,#15,8.57%,,,True,FBA,,
Meesho,MEE_494147,Versatile uniform frame,Home,182.8,42%,149,3.4,774,Cunningham Inc,35,#93,7.68%,,,,,,
Amazon,AMA_567161,Ergonomic contextually-based project,Fashion,424.7,8%,5228,1.3,65,Taylor-Porter,62,#65,9.55%,,,False,FBM,,
Myntra,MYN_412354,Universal methodical hierarchy,Beauty,202.25,24%,8708,2.0,485,Barker Group,62,#5,1.31%,,,,,M,True
Meesho,MEE_474796,Decentralized bi-directional open architecture,Fashion,269.4,31%,1304,2.3,1717,Crane-Phillips,9,#80,0.26%,,,,,,
Amazon,AMA_556038,Multi-lateral homogeneous workforce,Beauty,227.86,12%,86,3.0,400,Bishop-Jones,9,#23,7.66%,,,False,FBA,,
Flipkart,FLI_989295,Team-oriented disintermediate info-mediaries,Home,27.11,42%,4405,4.6,1224,"Martinez, Jones and Spence",21,#59,9.25%,False,True,,,,
Flipkart,FLI_681224,Fundamental maximized access,Fashion,417.77,25%,1458,2.7,1360,Yoder-Brown,21,#15,4.46%,True,True,,,,
Meesho,MEE_867984,Organized responsive pricing structure,Electronics,220.13,37%,4068,2.8,1364,"Adams, Johnson and Daniels",48,#8,0.61%,,,,,,
Amazon,AMA_311457,Multi-layered context-sensitive data-warehouse,Home,437.28,9%,7500,1.7,686,"Lee, Salas and Hansen",89,#92,0.97%,,,False,FBM,,
Amazon,AMA_699184,Virtual clear-thinking open architecture,Fashion,163.72,31%,6610,3.8,1595,Anderson LLC,92,#23,5.52%,,,False,FBA,,
Myntra,MYN_523120,Innovative interactive analyzer,Beauty,146.33,8%,6879,4.5,1313,"Benton, Vargas and Martin",9,#10,1.99%,,,,,M,False
Flipkart,FLI_523983,Proactive mobile moratorium,Home,128.45,29%,9316,4.5,1001,Wilson and Sons,60,#46,9.51%,True,False,,,,
Amazon,AMA_790247,Enterprise-wide asynchronous frame,Fitness,413.53,50%,2466,4.5,1494,Moore-Green,75,#36,9.25%,,,False,FBM,,
Meesho,MEE_112910,Profound eco-centric definition,Home,228.57,39%,4104,3.9,1373,Sullivan Inc,83,#34,3.33%,,,,,,
Amazon,AMA_961187,Ameliorated intermediate hub,Fashion,71.42,43%,3151,4.1,371,Cline Inc,80,#100,1.86%,,,True,FBM,,
Flipkart,FLI_256681,Persevering national open architecture,Home,383.45,32%,3354,2.1,1453,Reed PLC,55,#100,3.52%,False,True,,,,
Meesho,MEE_726608,Public-key cohesive extranet,Electronics,463.39,22%,27,1.7,462,Hall-Marshall,74,#5,4.26%,,,,,,
Myntra,MYN_850075,Proactive hybrid parallelism,Beauty,419.87,48%,3104,3.3,1664,James-Perez,60,#83,1.62%,,,,,L,False
Meesho,MEE_679711,Reduced didactic array,Home,355.52,17%,2084,3.3,699,"Bolton, Clarke and Duncan",66,#16,7.67%,,,,,,
Amazon,AMA_417290,Function-based heuristic pricing structure,Home,395.81,27%,2624,3.7,149,"Howard, Mcintyre and Jacobs",9,#72,4.26%,,,False,FBM,,
Amazon,AMA_418977,Profit-focused disintermediate policy,Fitness,153.73,16%,9217,1.7,1749,Johnson-Brown,85,#49,1.03%,,,False,FBA,,
Amazon,AMA_345324,Multi-lateral exuding project,Fitness,213.9,20%,6130,4.2,1063,Richardson Group,83,#63,5.65%,,,True,FBM,,
Myntra,MYN_687305,Open-architected dynamic capability,Beauty,154.27,27%,1836,1.8,65,Davis and Sons,38,#64,0.24%,,,,,M,True
Amazon,AMA_621055,Operative leadingedge Internet solution,Fitness,483.77,29%,7243,3.6,434,Fisher-Rogers,98,#12,6.32%,,,True,FBM,,
Amazon,AMA_384403,Realigned coherent migration,Beauty,327.85,24%,4021,2.6,1244,"Edwards, Lucero and Garcia",78,#94,8.55%,,,True,FBA,,
Flipkart,FLI_118234,Public-key intangible core,Home,146.8,3%,4784,1.6,555,"Erickson, Coleman and Cruz",96,#99,5.94%,False,False,,,,
Amazon,AMA_646578,Robust encompassing knowledge user,Beauty,77.7,41%,614,1.0,178,"Sanchez, Christensen and Garcia",39,#92,6.17%,,,True,FBM,,
Amazon,AMA_576936,Triple-buffered systemic alliance,Fashion,332.76,31%,4317,1.1,308,"Farrell, Wallace and Moore",5,#88,1.77%,,,False,FBA,,
Myntra,MYN_751559,Mandatory even-keeled hardware,Fashion,134.67,5%,671,4.9,163,"Williams, Weeks and Jacobson",34,#54,7.66%,,,,,M,True
Flipkart,FLI_504881,Persevering optimizing algorithm,Fashion,473.73,19%,4014,3.7,1530,Rodriguez Inc,11,#100,4.0%,True,True,,,,
Myntra,MYN_869215,Ameliorated homogeneous solution,Fashion,357.17,35%,3997,4.9,439,Cook Inc,37,#13,7.09%,,,,,M,False
Flipkart,FLI_243233,Secured 5thgeneration frame,Fashion,261.94,18%,9926,2.4,1163,Guerrero-Anderson,85,#68,4.69%,False,True,,,,
Myntra,MYN_311529,Switchable disintermediate monitoring,Electronics,326.12,1%,1133,3.3,1178,Drake-Santiago,69,#29,4.5%,,,,,M,True
Flipkart,FLI_435308,Re-contextualized high-level attitude,Home,463.1,30%,2861,3.1,1577,Smith Group,44,#46,7.34%,True,False,,,,
Amazon,AMA_873241,Exclusive impactful superstructure,Electronics,81.85,37%,7650,2.8,1903,"Barton, Campbell and Smith",98,#4,2.32%,,,False,FBA,,
Flipkart,FLI_367471,Configurable tangible flexibility,Fashion,414.69,20%,5245,3.3,339,"Dawson, Hood and Long",94,#57,9.76%,True,True,,,,
Meesho,MEE_603055,Function-based bi-directional analyzer,Electronics,332.66,7%,4428,2.1,1566,Garcia and Sons,12,#19,3.54%,,,,,,
Myntra,MYN_439773,Multi-layered national analyzer,Beauty,375.33,12%,7043,1.8,399,Smith-Hawkins,51,#57,6.4%,,,,,S,False
Myntra,MYN_255300,Intuitive mission-critical Graphic Interface,Electronics,499.36,27%,3014,2.5,1914,"Sparks, Martin and Cochran",67,#90,1.31%,,,,,S,True
Amazon,AMA_632297,Cross-group coherent matrices,Home,202.23,33%,160,1.4,851,Contreras-Morris,50,#88,4.64%,,,True,FBM,,
Amazon,AMA_461230,Persevering bifurcated process improvement,Electronics,55.65,38%,1725,2.6,1036,Bryan-Douglas,30,#3,0.48%,,,True,FBA,,
Myntra,MYN_277313,De-engineered static customer loyalty,Home,437.43,12%,696,4.9,227,Hawkins-Singh,3,#20,6.74%,,,,,S,True
Flipkart,FLI_547260,Devolved homogeneous methodology,Fashion,437.33,50%,8347,4.9,1023,Lee-Hoffman,39,#77,5.67%,False,False,,,,
Meesho,MEE_287414,Robust actuating hardware,Electronics,413.28,21%,8570,3.1,81,"Christian, Jennings and Ortiz",66,#89,1.17%,,,,,,
Myntra,MYN_127367,User-friendly 3rdgeneration process improvement,Fitness,210.86,40%,229,4.3,720,Barton-Mckinney,70,#64,4.99%,,,,,S,False
Flipkart,FLI_350639,Quality-focused content-based flexibility,Fitness,346.02,44%,9534,2.4,1676,Clark and Sons,78,#8,5.67%,True,False,,,,
Myntra,MYN_621784,Persevering heuristic customer loyalty,Fitness,129.2,3%,935,1.6,1196,"Pierce, Bennett and Bennett",91,#29,6.8%,,,,,S,False
Amazon,AMA_422067,Re-contextualized multi-state encoding,Home,247.52,6%,4122,3.3,1215,Adkins-Lewis,43,#71,5.59%,,,True,FBM,,
Meesho,MEE_106551,Balanced interactive alliance,Beauty,255.64,27%,109,1.4,462,Martinez-Schultz,59,#33,4.02%,,,,,,
Amazon,AMA_852442,Re-contextualized maximized emulation,Fitness,433.27,50%,9218,4.4,912,"Hamilton, Mcmahon and Kirby",95,#54,1.58%,,,False,FBA,,
Meesho,MEE_975674,Triple-buffered transitional archive,Electronics,421.21,32%,4370,1.1,481,Greene-Ellis,34,#42,5.21%,,,,,,
Myntra,MYN_580533,Reduced mission-critical firmware,Fashion,472.48,25%,6628,4.3,1831,Hughes-Wolf,92,#33,7.39%,,,,,L,False
Myntra,MYN_405676,Ergonomic static alliance,Home,228.64,32%,5065,2.5,344,Paul Inc,45,#34,8.9%,,,,,M,False
Meesho,MEE_900045,Function-based fault-tolerant moderator,Beauty,201.04,15%,5364,4.0,1472,Gordon-Bond,48,#6,9.15%,,,,,,
Flipkart,FLI_910747,Polarized global intranet,Home,187.72,40%,6486,3.3,1799,Salazar-Anderson,68,#29,5.07%,False,False,,,,
Myntra,MYN_652306,Extended 4thgeneration array,Fashion,410.94,10%,914,2.4,1117,Velazquez-Fitzpatrick,17,#50,8.01%,,,,,M,True
Flipkart,FLI_145164,Visionary client-server product,Fitness,195.69,47%,1637,1.0,1250,Bullock-Nelson,67,#11,4.8%,True,False,,,,
Meesho,MEE_430054,Polarized homogeneous moratorium,Electronics,387.76,41%,1516,2.6,1075,Cook LLC,47,#15,2.95%,,,,,,
Flipkart,FLI_709064,Digitized hybrid time-frame,Fashion,126.42,15%,2168,1.2,610,Fields-Foster,13,#85,2.91%,True,True,,,,
Myntra,MYN_571827,Extended needs-based project,Fitness,215.23,0%,1851,2.8,1184,"Clark, Contreras and Allen",93,#75,8.81%,,,,,M,True
Myntra,MYN_104690,Phased fresh-thinking access,Beauty,288.59,26%,1642,1.0,431,"Nelson, Vargas and Hayes",67,#38,4.72%,,,,,XL,True
Flipkart,FLI_983187,Synergized zero-defect conglomeration,Beauty,330.04,45%,8457,3.9,761,Hancock and Sons,18,#70,8.51%,True,True,,,,
Flipkart,FLI_910542,Team-oriented empowering focus group,Home,444.44,28%,8290,3.5,479,"Alvarez, Price and Price",42,#77,4.22%,False,True,,,,
Amazon,AMA_832901,Synergistic intermediate artificial intelligence,Beauty,215.18,29%,1543,1.2,331,Allen LLC,10,#88,9.39%,,,True,FBM,,
Myntra,MYN_485011,Enhanced static functionalities,Beauty,477.08,4%,8699,3.8,1777,Wong-Willis,75,#89,9.24%,,,,,M,True
Flipkart,FLI_824505,Enhanced bandwidth-monitored archive,Electronics,98.57,29%,5369,1.6,1690,Brown Inc,60,#6,2.69%,True,False,,,,
Amazon,AMA_697126,Polarized homogeneous info-mediaries,Fashion,343.39,38%,786,2.3,1037,Reed-Fuller,19,#73,5.18%,,,False,FBA,,
Amazon,AMA_289873,Digitized bi-directional middleware,Electronics,366.68,37%,1562,2.8,652,Harper PLC,94,#74,5.93%,,,True,FBA,,
Amazon,AMA_926662,Balanced context-sensitive product,Electronics,411.72,47%,3561,1.3,549,Lewis Ltd,36,#18,2.51%,,,False,FBA,,
Meesho,MEE_450330,Cross-group static secured line,Home,462.13,43%,3978,1.5,1224,"Anderson, Bernard and Roberts",35,#17,3.39%,,,,,,
Amazon,AMA_296176,Customer-focused well-modulated process improvement,Fitness,472.48,0%,8879,3.6,1217,Crawford PLC,85,#23,9.83%,,,True,FBA,,
Myntra,MYN_885474,Multi-lateral real-time attitude,Home,334.59,40%,6250,2.3,1725,Vance Ltd,16,#61,3.33%,,,,,XL,False
Flipkart,FLI_619111,Multi-lateral bifurcated extranet,Electronics,449.89,15%,4498,3.6,805,Black-Oneal,4,#42,5.85%,True,True,,,,
Flipkart,FLI_662175,Organic non-volatile migration,Fashion,41.03,45%,3615,1.8,1192,Mitchell-Phillips,68,#97,6.26%,False,False,,,,
Myntra,MYN_506963,User-friendly web-enabled attitude,Fitness,122.74,4%,9843,1.8,1953,"Vargas, Goodman and Jackson",99,#58,7.16%,,,,,M,True
Flipkart,FLI_902319,Total multi-tasking access,Fashion,277.55,34%,9262,3.2,70,Perez-Russell,20,#9,1.67%,False,True,,,,
Flipkart,FLI_709200,Synchronized neutral standardization,Fashion,55.63,41%,6671,1.3,447,Fuller-Martin,40,#25,0.89%,True,False,,,,
Meesho,MEE_602365,Multi-lateral fresh-thinking conglomeration,Electronics,100.15,3%,609,2.3,533,Abbott-Woods,78,#48,8.55%,,,,,,
Myntra,MYN_641071,Multi-channeled next generation array,Fashion,247.58,13%,8715,2.9,1017,"Mcbride, Abbott and West",71,#68,1.54%,,,,,XL,True
Flipkart,FLI_540232,Re-engineered dynamic architecture,Fitness,206.81,48%,7801,2.3,498,"Hubbard, Johnson and Miller",33,#48,7.24%,True,True,,,,
Amazon,AMA_692569,Programmable logistical hardware,Beauty,184.5,21%,3674,2.1,473,Williams Inc,28,#72,1.96%,,,False,FBA,,
Amazon,AMA_564458,Profound full-range toolset,Electronics,57.15,47%,9514,4.5,1584,Martin Group,40,#37,4.05%,,,True,FBA,,
Amazon,AMA_256832,Sharable executive application,Electronics,46.46,36%,341,3.2,1986,"Owen, Williams and Brown",26,#36,4.44%,,,False,FBA,,
Myntra,MYN_587306,Distributed bi-directional superstructure,Home,62.56,31%,433,2.3,315,Powers-Jones,76,#54,0.48%,,,,,S,True
Meesho,MEE_237804,Self-enabling global encryption,Electronics,38.07,13%,9218,4.9,40,Becker PLC,94,#25,2.62%,,,,,,
Myntra,MYN_550044,Phased mission-critical structure,Fitness,275.19,4%,282,2.3,566,Myers and Sons,21,#56,9.37%,,,,,XL,True
Myntra,MYN_165406,Digitized optimal function,Electronics,100.04,11%,65,1.0,31,Perez-Reyes,46,#4,4.74%,,,,,M,False
Myntra,MYN_805319,Up-sized zero-defect leverage,Home,7.12,21%,4554,4.5,1320,Bailey and Sons,0,#4,2.93%,,,,,S,False
Myntra,MYN_867884,Multi-layered impactful solution,Home,200.79,20%,5343,3.6,980,"Obrien, Edwards and Madden",78,#1,8.76%,,,,,S,False
Myntra,MYN_678696,Re-contextualized attitude-oriented initiative,Electronics,177.94,31%,9949,3.1,1857,Bryant Ltd,63,#88,7.51%,,,,,XL,False
Myntra,MYN_310042,Reduced multi-tasking middleware,Home,91.6,25%,1561,3.8,270,Cruz-Lewis,31,#49,2.49%,,,,,L,True
Flipkart,FLI_280199,Self-enabling zero tolerance strategy,Fashion,356.92,10%,5295,2.2,718,"Stevens, Mclean and Dawson",43,#18,9.85%,False,False,,,,
Flipkart,FLI_104488,Managed static utilization,Home,272.8,48%,2744,3.7,338,Costa PLC,70,#29,2.36%,True,False,,,,
Myntra,MYN_284345,Self-enabling bi-directional frame,Beauty,70.03,35%,6861,2.5,1940,Taylor-Robinson,56,#17,2.07%,,,,,XL,True
Myntra,MYN_997281,Robust fault-tolerant productivity,Fitness,77.15,12%,5341,1.3,1103,"Carpenter, Martin and Gibson",85,#5,9.49%,,,,,S,False
Amazon,AMA_602360,Advanced user-facing application,Fitness,431.54,7%,5478,4.1,691,Freeman-Hale,33,#90,4.34%,,,False,FBA,,
Meesho,MEE_726620,Open-architected contextually-based core,Electronics,445.43,39%,7424,1.4,1809,Morrison Group,91,#91,4.06%,,,,,,
Amazon,AMA_193750,Horizontal asymmetric process improvement,Fashion,117.56,36%,7554,3.4,126,"Jordan, Anderson and Thomas",24,#7,2.47%,,,True,FBM,,
Myntra,MYN_161419,Streamlined composite extranet,Electronics,401.76,13%,4625,2.1,1303,"Ward, Long and Webster",98,#45,8.0%,,,,,XL,False
Amazon,AMA_962534,Proactive discrete capability,Fitness,391.28,18%,8032,1.2,1769,Mora and Sons,64,#52,3.15%,,,False,FBM,,
Meesho,MEE_113333,Progressive context-sensitive pricing structure,Fashion,260.88,45%,8599,3.7,908,"Park, Sullivan and Brooks",78,#77,8.72%,,,,,,
Myntra,MYN_415989,Compatible local matrix,Beauty,243.52,32%,5574,3.3,563,"Wilson, Perez and Robinson",11,#78,7.39%,,,,,S,False
Myntra,MYN_304911,Inverse fault-tolerant secured line,Electronics,462.0,12%,2818,3.9,436,Martin LLC,27,#71,1.16%,,,,,L,True
Amazon,AMA_433136,Horizontal 24/7 artificial intelligence,Beauty,14.79,45%,5129,2.1,1673,Gross and Sons,32,#69,8.21%,,,False,FBA,,
Amazon,AMA_198514,Stand-alone zero tolerance strategy,Home,415.52,5%,8297,2.9,1227,Villanueva-Smith,65,#26,1.51%,,,False,FBA,,
Flipkart,FLI_108213,Enterprise-wide analyzing knowledge user,Electronics,312.54,29%,8908,3.5,350,Nunez PLC,12,#94,2.41%,True,True,,,,
Flipkart,FLI_422781,Operative next generation emulation,Fitness,202.58,37%,5037,1.1,623,Thomas-Cooper,52,#86,2.04%,True,True,,,,
